CommodityCode,CommodityName
820220,"Tools, hand; band saw blades"
820239,"Tools, hand; circular saw blades (including slitting or slotting saw blades), with working part of materials (other than steel)"
820299,"Tools, hand; saw blades n.e.c. in heading no. 8202"
820310,"Tools, hand; files, rasps and similar tools"
820320,"Tools, hand; pliers (including cutting pliers), pincers, tweezers and similar tools"
820330,"Tools, hand; metal cutting shears and similar tools"
820340,"Tools, hand; pipe-cutters, bolt croppers, perforating punches and similar tools"
820411,"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), non-adjustable"
820412,"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), adjustable"
820420,"Tools, hand; interchangeable spanner sockets, with or without handles"
820510,"Tools, hand; drilling, threading or tapping tools"
820520,"Tools, hand; hammers and sledge hammers"
820540,"Tools, hand; screwdrivers"
820551,"Tools, hand; household tools"
820559,"Tools, hand; other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers"
820570,"Tools, hand; vices, clamps and the like"
820590,"Tools, hand; n.e.c. in heading 8205, including anvils, portable forges, hand or pedal-operated grinding wheels with frameworks, and sets of articles of two or more of the subheadings in heading 8205"
820600,"Tools, hand; two or more of heading no. 8202 to 8205, put up in sets for retail sale"
820713,"Tools, interchangeable; rock drilling or earth boring tools, with working part of cermets, whether or not power operated"
820719,"Tools, interchangeable; rock drilling or earth boring tools, with working part (other than of cermets), whether or not power operated, including parts"
820720,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), dies for drawing or extruding metal"
820730,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for pressing, stamping or punching"
820740,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for tapping or threading"
820750,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for drilling (other than rock)"
820760,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for boring or broaching"
820770,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for milling"
820780,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for turning"
820790,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for screw-driving or uses n.e.c. in heading no. 8207"
820820,"Tools; knives and cutting blades, for wood working machines or mechanical appliances"
820830,"Tools; knives and cutting blades, for kitchen appliances or for machines used by the food industry"
820890,"Tools; knives and cutting blades, for machines or mechanical appliances, n.e.c. in heading no. 8208"
820900,"Tools; plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets"
821000,"Tools; hand-operated mechanical appliances, weighing 10kg or less, used in the preparation, conditioning or serving of food or drink"
821110,"Knives; with cutting blades, serrated or not (including pruning knives), sets of assorted articles, excluding knives and blades of heading no. 8208"
821192,"Knives; having fixed cutting blades, (other than table knives), serrated or not, excluding knives and blades of heading no. 8208"
821193,"Knives; with cutting blades, (having other than fixed blades), serrated or not, excluding knives and blades of heading no. 8208"
821194,"Blades; cutting, serrated or not, excluding those of heading no. 8208"
821195,Knives; with handles of base metal
821210,Razors
821220,"Razors; safety razor blades, including razor blade blanks in strips"
821290,Razors; parts n.e.c. in heading no. 8212
821300,"Scissors; tailors' shears, similar shears and blades therefore"
821410,"Cutlery; paper knives, letter openers, erasing knives, pencil sharpeners and blades therefore"
821420,Manicure or pedicure sets and instruments; (including nail files)
821490,Cutlery; hair clippers and mincing knives
821520,"Cutlery; sets of assorted articles (e.g. spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter knives, sugar tongs and similar), not plated with precious metal"
821599,Cutlery; other than plated with precious metal
830120,"Locks; of a kind used for motor vehicles (key, combination or electrically operated), of base metal"
830130,"Locks; of a kind used for furniture (key, combination or electrically operated), of base metal"
830140,"Locks; (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal"
830150,"Clasps and frames with clasps; incorporating locks, of base metal"
830160,"Locks; parts of padlocks, locks, clasps and frames with clasps incorporating locks, of base metal"
830170,"Keys; presented separately, of base metal"
830210,"Hinges; suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like, of base metal"
830220,"Castors; with mountings, of base metal"
830230,"Mountings, fittings and similar articles; for motor vehicles, of base metal"
830241,"Mountings, fittings and similar articles; of base metal, suitable for buildings"
830242,"Mountings, fittings and similar articles; suitable for furniture of base metal"
830249,"Mountings, fittings and similar articles; suitable for other than buildings or furniture, of base metal"
830250,"Hat-racks, hat-pegs, brackets and similar fixtures, of base metal"
830260,Automatic door closures; of base metal
830300,"Safes; armoured or reinforced, strong-boxes, doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal"
830400,"Office equipment; filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading no. 9403"
830590,"Stationery; letter clips, letter corners, paper clips, indexing tags and similar office articles, including parts, of base metal"
830610,"Bells, gongs and the like; non-electric, of base metal"
830629,Statuettes and other ornaments; of base metal other than plated with precious metal
830630,"Photograph, picture or similar frames, mirrors; of base metal"
830710,"Tubing; flexible, with or without fittings, of iron or steel"
830790,"Tubing; flexible, with or without fittings of base metal, other than those of iron or steel"
830810,"Hooks, eyes and eyelets; of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made up articles"
830820,"Rivets; tubular or bifurcated, of base metal"
830890,"Clasps, frames with clasps, buckles, buckle clasps; of base metal, of a kind used for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, including parts"
830910,"Stoppers; corks, of base metal"
830990,"Stoppers; caps and lids, of base metal"
831000,"Sign plates, name-plates, address-plates and similar plates, numbers, letters and other symbols; of base metal, excluding those of heading no. 9405"
831110,"Electrodes; coated, of base metal, for electric arc-welding"
831120,"Wire; cored, of base metal, for electric arc-welding"
831130,"Rods and wire; coated rods and cored wire, of base metal, for soldering, brazing or welding by flame"
831190,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides; of a kind used for soldering, brazing, welding; wires and rods for metal spraying; n.e.c. in item no. 8311"
840110,Nuclear reactors
840140,Nuclear reactors; parts thereof
840219,"Boilers; vapour generating boilers, including hybrid boilers n.e.c. in heading no. 8402"
840290,Boilers; parts of steam or other vapour generating boilers
840310,Boilers; central heating boilers (excluding those of heading no. 8402)
840390,Boilers; parts of central heating boilers (excluding those of heading no. 8402)
840420,"Boilers; condensers, for steam or other vapour power units"
840490,"Boilers; parts of auxiliary plant, for use with boilers of heading no. 8402 and 8403 and parts of condensers for steam or other vapour power units"
840510,"Generators; producer gas, water gas, acetylene gas and similar water process gas generators, with or without their purifiers"
840590,"Generators; parts of producer gas, water gas, acetylene gas and similar water process gas generators, with or without their purifiers"
840690,Turbines; parts of steam and other vapour turbines
840710,"Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines"
840732,"Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 50cc but not exceeding 250cc"
840734,"Engines; reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 1000cc"
840810,"Engines; for marine propulsion, compression-ignition internal combustion piston engines (diesel or semi-diesel engines)"
840820,"Engines; compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of a kind used for the propulsion of vehicles of chapter 87"
840890,"Engines; compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of a kind used for other than marine propulsion or the vehicles of chapter 87"
840910,Engines; parts of aircraft engines (spark-ignition reciprocating or rotary internal combustion piston engines)
840991,"Engines; parts, suitable for use solely or principally with spark-ignition internal combustion piston engines (for other than aircraft)"
840999,Engines; parts for internal combustion piston engines (excluding spark-ignition)
841090,"Turbines; parts of hydraulic turbines and water wheels, including regulators"
841122,Turbo-propellers; of a power exceeding 1100kW
841199,Turbines; parts of gas turbines (excluding turbo-jets and turbo-propellers)
841221,"Engines; hydraulic power engines and motors, linear acting (cylinders)"
841229,"Engines; hydraulic power engines and motors, other than linear acting (cylinders)"
841231,"Engines; pneumatic power engines and motors, linear acting (cylinders)"
841239,"Engines; pneumatic power engines and motors, other than linear acting (cylinders)"
841280,"Engines; pneumatic power engines and motors, n.e.c. in heading no. 8412"
841290,"Engines; parts, for engines and motors of heading no. 8412"
841311,"Pumps; fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, of the type used in filling-stations or in garages"
841319,"Pumps; for liquids, fitted or designed to be fitted with a measuring device, other than pumps for dispensing fuel or lubricants"
841320,"Pumps; hand, fitted or designed to be fitted with a measuring device, for liquids, other than those of item no. 8413.11 or 8413.19"
841330,"Pumps; fuel, lubricating or cooling medium pumps for internal combustion piston engines"
841350,"Pumps; reciprocating positive displacement pumps, n.e.c. in heading no. 8413, for liquids"
841360,"Pumps; rotary positive displacement pumps, n.e.c. in heading no. 8413, for liquids"
841370,"Pumps; centrifugal, n.e.c. in heading no. 8413, for liquids"
841381,Pumps and liquid elevators; n.e.c. in heading no. 8413
841382,Liquid elevators
841391,Pumps; parts thereof
841392,Liquid elevators; parts thereof
841410,Pumps; vacuum
841420,Pumps; hand or foot-operated air pumps
841430,Compressors; of a kind used in refrigerating equipment
841440,Compressors; air compressors mounted on a wheeled chassis for towing
841451,"Fans; table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output not exceeding 125W"
841459,Fans; n.e.c. in item no. 8414.51
841460,"Hoods; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal side not exceeding 120cm"
841480,"Pumps and compressors; for air, vacuum or gas, n.e.c. in heading no. 8414"
841490,"Pumps and compressors; parts, of air or vacuum pumps, air or other gas compressors and fans, ventilating or recycling hoods incorporating a fan"
841510,"Air conditioning machines; comprising a motor-driven fan and elements for changing the temperature and humidity, of a kind designed to be fixed to a window, wall, ceiling or floor, self-contained or split-system"
841520,"Air conditioning machines; comprising a motor driven fan and elements for changing the temperature and humidity, of a kind used for persons, in motor vehicles"
841581,"Air conditioning machines; containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit and a valve for reversal of the cooling/heat cycle (reversible heat pumps)"
841582,"Air conditioning machines; containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit"
841583,"Air conditioning machines; containing a motor driven fan, other than window or wall types, not incorporating a refrigerating unit"
841590,"Air conditioning machines; with motor driven fan and elements for temperature control, parts thereof"
841610,"Furnaces; furnace burners, for liquid fuel"
841620,"Furnaces; furnace burners, for pulverized solid fuel or gas, including combination burners"
841690,"Furnaces; parts of furnace burners, for liquid fuel, pulverized solid fuel or gas, mechanical stokers, grates, ash dischargers and the like"
841780,"Furnaces and ovens; including incinerators, non-electric, for industrial or laboratory use, n.e.c. in heading no. 8417"
841790,"Furnaces and ovens; parts of non-electric furnaces and ovens (including incinerators), of industrial or laboratory use"
841810,"Refrigerators and freezers; combined refrigerator-freezers, fitted with separate external doors, electric or other"
841821,"Refrigerators; for household use, compression-type, electric or other"
841830,"Freezers; of the chest type, not exceeding 800l capacity"
841850,"Furniture incorporating refrigerating or freezing equipment; for storage and display, n.e.c. in item no. 8418.1, 8418.2, 8418.3 or 8418.4 (chests, cabinets, display counters, show-cases and the like)"
841869,Refrigerating or freezing equipment; n.e.c. in heading no. 8418
841891,"Refrigerating or freezing equipment; parts, furniture designed to receive refrigerating or freezing equipment"
841899,"Refrigerating or freezing equipment; parts thereof, other than furniture"
841911,"Heaters; instantaneous gas water heaters, for domestic or other purposes"
841919,"Heaters; instantaneous or storage water heaters, non-electric, other than instantaneous gas water heaters"
841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes"
841931,"Dryers; for agricultural products, not used for domestic purposes"
841939,"Dryers; for products n.e.c. in heading no. 8419, not used for domestic purposes"
841950,Heat exchange units; not used for domestic purposes
841981,"Machinery, plant and equipment; for making hot drinks, for cooking or heating food"
841989,"Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food"
841990,"Machinery, plant and laboratory equipment; parts of equipment for treating materials by a process involving a change of temperature"
842010,"Machines; calendering or other rolling machines, for other than metal or glass"
842091,"Machines; parts, cylinders for calendering or other rolling machines, for other than metal or glass"
842119,"Centrifuges; n.e.c. in heading no. 8421, including centrifugal dryers (but not clothes-dryers)"
842121,Machinery; for filtering or purifying water
842122,Machinery; for filtering or purifying beverages other than water
842123,"Machinery; filtering or purifying machinery, oil or petrol filters for internal combustion engines"
842129,"Machinery; for filtering or purifying liquids, n.e.c. in item no. 8421.2"
842131,Machinery; intake air filters for internal combustion engines
842139,"Machinery; for filtering or purifying gases, other than intake air filters for internal combustion engines"
842191,"Centrifuges; parts thereof, including parts for centrifugal dryers"
842199,Machinery; parts for filtering or purifying liquids or gases
842211,Dish washing machines; of the household type
842220,Machinery; for cleaning or drying bottles or other containers
842230,"Machinery; for filling, closing, sealing, capsuling or labelling bottles, cans, bags or other containers, machinery for aerating beverages"
842240,Machinery; for packing or wrapping
842290,Machinery; parts of machinery of heading no. 8422
842310,Weighing machines; personal (including baby scales) and household scales
842320,Weighing machines; scales for continuous weighing of goods on conveyors
842381,Weighing machines; having a maximum weighing capacity not exceeding 30kg (excluding balances of a sensitivity of 5cg or better)
842390,"Weighing machines; weights of all kinds, parts of weighing machinery"
842410,Fire extinguishers; whether or not charged
842420,Spray guns and similar appliances
842430,Mechanical appliances; steam or sand blasting machines and similar jet projecting machines
842441,Mechanical appliances; agricultural or horticultural sprayers; portable sprayers
842482,"Mechanical appliances; agricultural or horticultural, n.e.c. in heading 8424"
842489,"Mechanical appliances; for projecting, dispersing or spraying liquids or powders, for other than agricultural or horticultural use, whether or not hand-operated"
842490,"Mechanical appliances; parts of machines projecting, dispersing or spraying liquids or powders, whether or not hand-operated"
842511,Pulley tackle and hoists; powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles)
842519,Pulley tackle and hoists; not powered by an electric motor (excluding skip hoists or hoists of a kind used for raising vehicles)
842531,Winches; capstans; powered by an electric motor
842539,Winches; capstans; not powered by an electric motor
842542,"Jacks and hoists; hydraulic, of a kind used for raising vehicles"
842549,"Jacks and hoists; (other than hydraulic), of a kind used for raising vehicles"
842619,"Cranes; transporter, gantry and bridge cranes"
842620,Cranes; tower cranes
842641,"Cranes; self-propelled derricks and cranes, on tyres, n.e.c. in heading no. 8426"
842649,"Cranes; self-propelled derricks and cranes, not on tyres, n.e.c. in heading no. 8426"
842699,"Cranes and derricks; for other than mounting on road vehicles, n.e.c. in heading no. 8426"
842710,"Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by electric motor"
842720,"Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by other than electric motor"
842790,"Fork-lift and other works trucks; fitted with lifting or handling equipment, not self-propelled"
842810,Lifts and skip hoists
842820,Elevators and conveyors; pneumatic
842831,"Elevators and conveyors; continuous-action, for goods and materials, specially designed for underground use, n.e.c. in item no. 8428.20"
842832,"Elevators and conveyors; continuous-action, for goods or materials, bucket type, n.e.c. in item no. 8428.20 or 8428.31"
842833,"Elevators and conveyors; continuous-action, for goods or materials, belt type, n.e.c. in item no. 8428.20 or 8428.31"
842839,"Elevators and conveyors; continuous-action, for goods or materials, n.e.c. in item no. 8428.20, 8428.31, 8428.32 or 8428.33"
842890,"Lifting, handling, loading or unloading machinery; n.e.c. in heading no. 8425, 8426, 8427 or 8428"
842911,"Bulldozers and angledozers; self-propelled, track laying"
842919,"Bulldozers and angledozers; self-propelled, other than track laying"
842920,Graders and levellers
842951,Front-end shovel loaders
842952,"Mechanical shovels, excavators and shovel loaders; with a 360 degree revolving super structure"
842959,"Mechanical shovels, excavators and shovel loaders; n.e.c. in item no. 8429.50"
843010,Pile-drivers and pile-extractors
843049,Boring and sinking machinery; not self-propelled
843061,"Machinery; for tamping or compacting, not self-propelled"
843069,"Machinery; for moving, levelling, scraping, grading, excavating earth minerals or ores; not self propelled n.e.c in 84.30"
843110,Machinery; parts of the machinery of heading no. 8425
843120,Machinery; parts of the machinery of heading no. 8427
843131,"Lifts, skip hoists or escalators; parts thereof"
843139,"Machinery; parts of the machinery of heading no. 8428, (other than lifts, skip hoists or escalators)"
843141,"Machinery parts; buckets, shovels, grabs and grips, for the machinery of heading no. 8426 and 8430"
843142,Machinery parts; bulldozer or angledozer blades
843143,Boring or sinking machinery; parts of the machinery of item no. 8430.41 or 8430.41
843149,"Machinery; parts of machines handling earth, minerals or ores and n.e.c. in heading no. 8431"
843290,Machinery; parts of machinery for soil preparation or cultivation or for rollers for lawns or sports-grounds
843319,"Mowers; for lawns, parks or sports-grounds, other than with the cutting device rotating in a horizontal plane"
843320,Mowers; n.e.c. in item no. 8433.1 (including cutter bars for tractor mounting)
843359,Harvesting machinery; n.e.c. in heading no. 8433
843390,"Harvesting machinery; parts, including parts of threshing machinery, straw or fodder balers and grass or hay mowers"
843621,Poultry incubators and brooders
843629,Poultry-keeping machinery; other than incubators and brooders
843680,"Machinery; for agricultural, horticultural or forestry use and n.e.c. in heading no. 8436"
843691,Machinery; parts of poultry-keeping machinery or poultry incubators and brooders
843699,"Machinery; parts of that machinery for agricultural, horticultural or forestry use n.e.c. in heading no. 8436"
843790,"Machines; parts of those for cleaning, sorting or grading seed, grain or dried leguminous vegetables or for milling or working cereals or dried leguminous vegetables (not farm-type machinery)"
843810,"Machinery; industrial, for bakery and for the manufacture of macaroni, spaghetti or similar products"
843820,"Machinery; industrial, for the manufacture of confectionery, cocoa or chocolate"
843850,"Machinery; industrial, for the preparation of meat or poultry"
843860,"Machinery; industrial, for the preparation of fruits, nuts or vegetables"
843880,"Machinery; used in the industrial preparation or manufacture of food or drink, n.e.c. in heading no. 8438"
843890,Machinery; parts of those machines used in the industrial preparation or manufacture of food or drink
843930,Machinery; for finishing paper or paperboard
843999,Machinery; parts of machinery for making or finishing paper or paperboard
844010,Book-binding machinery; including book-sewing machines
844110,"Machines; cutting, of all kinds, for making up paper pulp, paper or paperboard"
844130,"Machines; for making cartons, boxes, cases, tubes, drums or similar containers (other than by moulding), of paper pulp, paper or paperboard"
844180,"Machinery; n.e.c. in heading no. 8441, for making up paper pulp, paper or paperboard"
844190,"Machinery; parts of machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds"
844230,"Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components"
844240,"Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components; parts thereof"
844250,"Plates, cylinders and other printing components; lithographic stones prepared for printing purposes (for example, planed, grained or polished)"
844311,"Printing machinery; offset, reel-fed"
844313,"Printing machinery; offset, n.e.c. in item no. 8443.1"
844314,"Printing machinery; letterpress, reel-fed, excluding flexographic printing"
844315,"Printing machinery; letterpress, other than reel-fed, excluding flexographic printing"
844319,"Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42, n.e.c. in item no. 8443.1"
844331,"Printing, copying, and facsimile machines; machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data processing machine or to a network"
844332,"Printing, copying, and facsimile machines; single-function printing, copying or facsimile machines, capable of connecting to an automatic data processing machine or to a network"
844339,"Printing, copying, and facsimile machines; single-function printing, copying or facsimile machines, not capable of connecting to an automatic data processing machine or to a network"
844391,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; parts and accessories"
844399,"Printing machinery; parts and accessories, n.e.c. in item no. 8443.91"
844530,Textile machinery; doubling or twisting machines
844590,Textile machinery; involved in textile fibre or textile yarn preparation and n.e.c. in heading no. 8445
844711,"Knitting machines; circular, with cylinder diameter not exceeding 165mm"
844720,"Knitting machines; flat, stitch-bonding machines"
844790,"Machines; for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting"
844820,Machines; parts and accessories of machines or auxiliary machinery of heading no. 8444
844833,"Machines; parts and accessories of machines or auxiliary machinery, spindles, spindle flyers, spinning rings and ring travellers"
844839,"Machines; parts and accessories of machines or auxiliary machinery of heading no. 8445, n.e.c. in item no. 8448.3"
844859,"Machines; parts and accessories of machines or auxiliary machinery of heading no. 8447, other than sinkers, needles and other articles used in forming stitches"
845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)"
845019,"Washing machines; household or laundry-type, not fully-automatic, without built-in centrifugal drier, of a dry linen capacity not exceeding 10kg"
845121,Drying machines; of a dry linen capacity not exceeding 10kg
845129,Drying machines; of a dry linen capacity exceeding 10kg
845130,Ironing machines and presses (including fusing presses)
845140,"Machines; for washing, bleaching or dyeing"
845150,"Machines; for reeling, unreeling, folding, cutting or pinking textile fabrics"
845180,"Machinery; for wringing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles; for applying paste to base fabric used in manufacture of floor coverings"
845190,"Machinery; parts, of the machinery of heading no. 8451"
845210,Sewing machines; of the household type
845221,"Sewing machines; (not household type), automatic units"
845229,Sewing machines; not household or automatic unit type
845230,Sewing machine needles
845290,"Sewing machines; furniture, bases and covers for sewing machines and parts thereof, and other parts of sewing machines"
845310,"Machinery; for preparing, tanning or working hides, skins or leather, other than sewing machines"
845320,"Machinery; for making or repairing footwear, other than sewing machines"
845380,"Machinery; for making or repairing articles of hides, skins or leather, other than sewing machines"
845390,"Machinery; parts of those for preparing, tanning or working hides, skins or leather, for making or repairing footwear or other articles of hides, skin or leather, other than sewing machines"
845410,Converters; of a type used in metallurgy or in metal foundries
845420,Ingot moulds and ladles; of a kind used in metallurgy or in metal foundries
845430,Casting machines; of a kind used in metallurgy or in metal foundries
845490,"Machines; parts of converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries"
845530,Metal-rolling mills; rolls thereof
845590,Metal-rolling mills; parts thereof
845612,Machine-tools; for working any material by removal of material; operated by other light or photon beam processes (not laser)
845620,"Machine-tools; for working any material by removal of material, operated by ultrasonic processes"
845690,Machine tools; for working any material by removal of material; operated by other processes n.e.c. in heading 8456
845710,Machining centres; for working metal
845720,"Machines; unit construction machines (single station), for working metal"
845819,"Lathes; for removing metal, horizontal, other than numerically controlled"
845891,"Lathes; for removing metal, numerically controlled, other than horizontal lathes"
845899,"Lathes; for removing metal, other than horizontal or numerically controlled lathes"
845910,"Machine-tools; way-type unit head machines, for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458"
845921,"Machine-tools; for drilling by removing metal, numerically controlled"
845929,"Machine-tools; for drilling by removing metal, other than numerically controlled"
845949,"Machine-tools; for boring by removing metal, not numerically controlled boring machines, n.e.c. in heading 8459"
845959,"Machine-tools; for milling by removing metal, knee-type, other than numerically controlled"
845969,"Machine-tools; for milling by removing metal, not knee-type, other than numerically controlled"
845970,Machine-tools; for threading or tapping by removing metal
846019,"Machine-tools; flat-surface grinding machines, other than numerically controlled"
846024,"Machine-tools; grinding machines (excluding flat-surface, cylindrical and centreless), numerically controlled"
846029,"Machine-tools; grinding machines (excluding flat-surface), other than numerically controlled"
846031,"Machine-tools; sharpening (tool or cutter grinding) machines, numerically controlled"
846039,"Machine-tools; sharpening (tool or cutter grinding) machines, other than numerically controlled"
846040,Machine-tools; for honing or lapping
846120,"Machine-tools; shaping or slotting machines, working by removing metal, sintered metal carbides or cermets"
846150,"Machine-tools; sawing or cutting-off machines, working by removing metal, sintered metal carbides or cermets"
846190,"Machine-tools; planing machines, and other machine-tools n.e.c. in heading no. 8461; working by removing metal, sinistered metal carbides or cerments."
846210,"Machine-tools; forging or die-stamping machines (including presses) and hammers, for working metal"
846229,"Machine-tools; bending, folding, straightening or flattening machines (including presses), (other than numerically controlled), for working metal"
846239,"Machine-tools; shearing machines (including presses), (other than combined punching and shearing machines, other than numerically controlled), for working metal"
846249,"Machine-tools; punching or notching machines (including presses), including combined punching and shearing machines, (not numerically controlled), for working metal"
846291,"Machine-tools; presses for working metal or metal carbides, n.e.c. in heading no. 8462, hydraulic presses"
846299,"Machine-tools; presses for working metal or metal carbides, n.e.c. in heading no. 8462, other than hydraulic presses"
846330,"Machine-tools; machines for working wire, without removing material"
846390,"Machine-tools; for working metal, sintered metal carbides or cermets, without removing material, n.e.c. in heading no. 8463"
846490,"Machine-tools; for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass, (other than sawing, grinding or polishing machines)"
846510,"Machine-tools; which can carry out different types of machining operations without tool change between such operations, for working wood, cork, bone, hard rubber, hard plastics or similar"
846591,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; sawing machines"
846592,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; planing, milling or moulding (by cutting) machines"
846593,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; grinding, sanding or polishing machines"
846594,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; bending or assembling machines"
846595,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; drilling or morticing machines"
846599,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; n.e.c. in heading no. 8465"
846610,Parts & accessories suited for use solely/principally with machines of headings 8456-8465; tool holders and self-opening dieheads
846620,Parts & accessories suited for use solely/principally with machines of headings 8456-8465; work holders
846630,Parts & accessories suited for use solely/principally with machines of headings 8456-8465; dividing heads and other special attachments for machines
846691,"Parts & accessories suited for use solely/principally; for the machines of heading no. 8464, n.e.c. in heading no. 8466"
846692,"Parts & accessories suited for use solely/principally for the machines of heading no. 8465, n.e.c. in heading no. 8466"
846693,Parts & accessories suited for use solely/principally with machines of headings 8456-8465; n.e.c. in heading no. 8466
846694,"Machine-tools; parts and accessories, for the machines of heading no. 8462 or 8463, n.e.c. in heading no. 8466"
846711,"Tools; for working in the hand, pneumatic, rotary type (including combined rotary-percussion)"
846719,"Tools; for working in the hand, pneumatic, other than rotary type"
846721,"Tools; for working in the hand, with self-contained electric motor; drills of all kinds"
846722,"Tools; for working in the hand, with self-contained electric motor; saws"
846729,"Tools; for working in the hand, with self-contained electric motor; other than saws and drills"
846781,"Tools; for working in the hand, chain saws with self-contained non-electric motor"
846789,"Tools; for working in the hand, (other than chain saws), hydraulic or with self-contained non-electric motor, (not pneumatic)"
846791,"Tools; for working in the hand, parts of chain saws, with self-contained non-electric motor"
846792,"Tools; for working in the hand, parts of pneumatic tools"
846799,"Tools; for working in the hand, parts thereof for other than chain saws and pneumatic tools"
846820,"Machinery and apparatus; gas operated machinery and apparatus n.e.c. in item no. 8468.10, for soldering, brazing or welding, whether or not capable of cutting"
846880,"Machinery and apparatus; for soldering, brazing or welding, whether or not capable of cutting, n.e.c. in heading no. 8468"
846890,"Machinery and apparatus; parts, soldering, brazing or welding, whether or not capable of cutting, parts thereof"
847010,"Calculating machines; electronic calculators capable of operation without an external source of electric power and pocket-size data recording, reproducing and displaying machines with calculating functions"
847021,"Calculating machines; electronic, incorporating a printing device, needing an external source of power"
847029,"Calculating machines; electronic, (not incorporating a printing device), needing an external power source"
847050,Cash registers
847090,Machines incorporating a calculating device; n.e.c. in heading no. 8470
847130,"Automatic data processing machines; portable, weighing not more than 10kg, consisting of at least a central processing unit, a keyboard and a display"
847141,"Automatic data processing machines; comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined, n.e.c. in item no. 8471.30"
847149,"Automatic data processing machines; presented in the form of systems, n.e.c. in item no. 8471.30 or 8471.41"
847150,"Units of automatic data processing machines; processing units other than those of item no. 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units or output units"
847160,"Units of automatic data processing machines; input or output units, whether or not containing storage units in the same housing"
847170,Units of automatic data processing machines; storage units
847180,"Units of automatic data processing machines; n.e.c. in item no. 8471.50, 8471.60 or 8471.70"
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included"
